developer_username,developer_email,developer_name,developer_website,customer_username,customer_email,customer_payment_method,application_title,application_version,application_type,free_contains_ads,paid_price,release_version_tag,release_notes,release_date,downloaded,has_review,review_rating,review_comment,review_date,has_transaction,transaction_id,transaction_amount,transaction_date
dev_86,dev_86@example.com,Studio 86,https://studio-86.dev,customer_563,customer_563@mail.com,GooglePay,App 41,4.7.2,paid_application,False,21.5,v1.7.8,Release notes batch 492,2024-10-12,False,False,,,,False,,,
dev_68,dev_68@example.com,Studio 68,https://studio-68.dev,customer_289,customer_289@mail.com,Card,App 28,5.5.4,free_application,False,,v4.5.3,Release notes batch 493,2024-04-15,False,False,,,,False,,,
dev_8,dev_8@example.com,Studio 8,https://studio-8.dev,customer_542,customer_542@mail.com,GooglePay,App 63,3.0.9,paid_application,False,19.86,v3.9.6,Release notes batch 494,2026-12-06,False,True,2,Review text 494,2026-12-20,False,,,
dev_62,dev_62@example.com,Studio 62,https://studio-62.dev,customer_525,customer_525@mail.com,Card,App 53,3.9.3,paid_application,False,12.61,v4.9.2,Release notes batch 495,2025-10-21,True,False,,,,True,TXN-00495,12.61,2024-06-17
dev_73,dev_73@example.com,Studio 73,https://studio-73.dev,customer_199,customer_199@mail.com,Card,App 252,2.6.2,paid_application,False,5.62,v5.1.2,Release notes batch 496,2026-08-13,True,True,3,Review text 496,2026-11-04,True,TXN-00496,5.62,2026-03-18
dev_70,dev_70@example.com,Studio 70,https://studio-70.dev,customer_138,customer_138@mail.com,PayPal,App 250,5.4.8,paid_application,False,2.1,v6.4.4,Release notes batch 497,2025-01-13,False,False,,,,False,,,
dev_132,dev_132@example.com,Studio 132,https://studio-132.dev,customer_387,customer_387@mail.com,ApplePay,App 133,2.9.2,paid_application,False,13.19,v1.7.3,Release notes batch 498,2024-06-18,True,False,,,,True,TXN-00498,13.19,2024-09-20
dev_136,dev_136@example.com,Studio 136,https://studio-136.dev,customer_28,customer_28@mail.com,GooglePay,App 141,2.0.8,free_application,False,,v5.0.0,Release notes batch 499,2026-05-23,False,False,,,,False,,,
dev_5,dev_5@example.com,Studio 5,https://studio-5.dev,customer_269,customer_269@mail.com,Card,App 206,4.7.6,free_application,True,,v1.1.9,Release notes batch 500,2024-08-07,False,True,2,Review text 500,2025-02-20,False,,,
dev_54,dev_54@example.com,Studio 54,https://studio-54.dev,customer_501,customer_501@mail.com,GooglePay,App 102,3.6.1,paid_application,False,6.65,v5.0.9,Release notes batch 501,2024-06-19,True,False,,,,True,TXN-00501,6.65,2026-04-09
dev_101,dev_101@example.com,Studio 101,https://studio-101.dev,customer_240,customer_240@mail.com,GooglePay,App 307,5.8.5,free_application,True,,v6.4.4,Release notes batch 502,2026-08-07,True,False,,,,False,,,
dev_45,dev_45@example.com,Studio 45,https://studio-45.dev,customer_450,customer_450@mail.com,ApplePay,App 208,5.9.4,paid_application,False,25.99,v1.4.4,Release notes batch 503,2025-10-18,False,True,3,Review text 503,2025-09-07,True,TXN-00503,25.99,2025-08-05
dev_18,dev_18@example.com,Studio 18,https://studio-18.dev,customer_269,customer_269@mail.com,GooglePay,App 94,3.1.7,free_application,False,,v4.1.2,Release notes batch 504,2025-10-28,True,False,,,,False,,,
dev_131,dev_131@example.com,Studio 131,https://studio-131.dev,customer_136,customer_136@mail.com,PayPal,App 155,4.2.6,paid_application,False,9.71,v5.3.9,Release notes batch 505,2026-04-21,False,False,,,,True,TXN-00505,9.71,2026-10-07
dev_83,dev_83@example.com,Studio 83,https://studio-83.dev,customer_345,customer_345@mail.com,Card,App 171,3.3.8,free_application,True,,v1.0.7,Release notes batch 506,2025-12-17,False,True,5,Review text 506,2026-02-19,False,,,
dev_49,dev_49@example.com,Studio 49,https://studio-49.dev,customer_395,customer_395@mail.com,ApplePay,App 257,2.4.9,paid_application,False,19.47,v5.8.8,Release notes batch 507,2024-10-21,False,False,,,,False,,,
dev_125,dev_125@example.com,Studio 125,https://studio-125.dev,customer_96,customer_96@mail.com,ApplePay,App 181,3.8.9,paid_application,False,15.75,v1.7.7,Release notes batch 508,2026-11-30,False,False,,,,False,,,
dev_130,dev_130@example.com,Studio 130,https://studio-130.dev,customer_336,customer_336@mail.com,GooglePay,App 193,2.7.3,paid_application,False,5.13,v6.6.0,Release notes batch 509,2024-03-15,False,True,4,Review text 509,2025-03-02,True,TXN-00509,5.13,2024-10-26
dev_129,dev_129@example.com,Studio 129,https://studio-129.dev,customer_79,customer_79@mail.com,ApplePay,App 317,5.0.2,paid_application,False,7.45,v5.3.7,Release notes batch 510,2026-04-23,True,False,,,,False,,,
dev_117,dev_117@example.com,Studio 117,https://studio-117.dev,customer_318,customer_318@mail.com,ApplePay,App 289,4.5.9,free_application,False,,v6.4.2,Release notes batch 511,2025-01-15,True,True,2,Review text 511,2025-04-27,False,,,
dev_5,dev_5@example.com,Studio 5,https://studio-5.dev,customer_162,customer_162@mail.com,PayPal,App 186,2.5.2,paid_application,False,19.59,v5.9.1,Release notes batch 512,2026-09-15,False,False,,,,False,,,
dev_58,dev_58@example.com,Studio 58,https://studio-58.dev,customer_461,customer_461@mail.com,Card,App 229,1.8.8,paid_application,False,6.84,v2.0.7,Release notes batch 513,2025-07-22,False,False,,,,False,,,
dev_37,dev_37@example.com,Studio 37,https://studio-37.dev,customer_111,customer_111@mail.com,Card,App 196,1.1.2,paid_application,False,5.87,v4.0.5,Release notes batch 514,2024-12-26,True,False,,,,False,,,
dev_127,dev_127@example.com,Studio 127,https://studio-127.dev,customer_200,customer_200@mail.com,Card,App 314,1.3.5,free_application,False,,v4.4.1,Release notes batch 515,2025-01-03,True,False,,,,False,,,
dev_39,dev_39@example.com,Studio 39,https://studio-39.dev,customer_535,customer_535@mail.com,Card,App 107,1.3.7,free_application,False,,v2.3.8,Release notes batch 516,2026-09-29,True,True,4,Review text 516,2024-08-03,False,,,
dev_111,dev_111@example.com,Studio 111,https://studio-111.dev,customer_144,customer_144@mail.com,PayPal,App 46,2.4.7,paid_application,False,20.24,v3.6.4,Release notes batch 517,2026-10-06,True,False,,,,False,,,
dev_47,dev_47@example.com,Studio 47,https://studio-47.dev,customer_402,customer_402@mail.com,PayPal,App 18,1.1.7,free_application,True,,v1.0.6,Release notes batch 518,2025-08-06,True,True,5,Review text 518,2026-03-07,False,,,
dev_57,dev_57@example.com,Studio 57,https://studio-57.dev,customer_241,customer_241@mail.com,GooglePay,App 322,3.3.3,paid_application,False,1.65,v3.0.8,Release notes batch 519,2025-03-08,False,False,,,,False,,,
dev_80,dev_80@example.com,Studio 80,https://studio-80.dev,customer_199,customer_199@mail.com,PayPal,App 308,2.5.7,free_application,True,,v5.9.5,Release notes batch 520,2026-02-24,False,False,,,,False,,,
dev_58,dev_58@example.com,Studio 58,https://studio-58.dev,customer_457,customer_457@mail.com,PayPal,App 213,1.1.7,paid_application,False,6.85,v3.0.4,Release notes batch 521,2026-04-03,False,True,3,Review text 521,2025-03-31,False,,,
dev_151,dev_151@example.com,Studio 151,https://studio-151.dev,customer_189,customer_189@mail.com,ApplePay,App 209,5.2.0,free_application,True,,v1.3.8,Release notes batch 522,2026-04-17,True,True,3,Review text 522,2025-11-30,False,,,
dev_58,dev_58@example.com,Studio 58,https://studio-58.dev,customer_550,customer_550@mail.com,Card,App 131,5.9.7,paid_application,False,8.98,v4.6.6,Release notes batch 523,2025-05-25,False,False,,,,True,TXN-00523,8.98,2024-01-24
dev_34,dev_34@example.com,Studio 34,https://studio-34.dev,customer_318,customer_318@mail.com,Card,App 29,2.4.4,paid_application,False,21.52,v2.1.3,Release notes batch 524,2024-03-07,False,True,1,Review text 524,2025-07-25,True,TXN-00524,21.52,2026-01-29
dev_65,dev_65@example.com,Studio 65,https://studio-65.dev,customer_27,customer_27@mail.com,GooglePay,App 67,2.9.7,free_application,True,,v1.6.0,Release notes batch 525,2024-02-22,True,False,,,,False,,,
dev_146,dev_146@example.com,Studio 146,https://studio-146.dev,customer_555,customer_555@mail.com,GooglePay,App 97,3.1.4,paid_application,False,8.63,v5.7.8,Release notes batch 526,2025-06-04,False,True,4,Review text 526,2025-11-24,True,TXN-00526,8.63,2025-04-12
dev_80,dev_80@example.com,Studio 80,https://studio-80.dev,customer_255,customer_255@mail.com,GooglePay,App 165,3.5.0,paid_application,False,10.82,v5.3.8,Release notes batch 527,2025-02-03,True,True,1,Review text 527,2025-10-09,True,TXN-00527,10.82,2024-09-10
dev_125,dev_125@example.com,Studio 125,https://studio-125.dev,customer_314,customer_314@mail.com,ApplePay,App 73,3.5.5,free_application,False,,v3.1.8,Release notes batch 528,2025-07-07,False,False,,,,False,,,
dev_106,dev_106@example.com,Studio 106,https://studio-106.dev,customer_118,customer_118@mail.com,Card,App 203,4.3.0,paid_application,False,28.06,v6.0.0,Release notes batch 529,2026-06-21,False,True,1,Review text 529,2025-10-08,True,TXN-00529,28.06,2025-12-09
dev_78,dev_78@example.com,Studio 78,https://studio-78.dev,customer_206,customer_206@mail.com,ApplePay,App 226,3.0.5,paid_application,False,7.61,v5.7.3,Release notes batch 530,2024-11-17,False,True,3,Review text 530,2026-12-06,True,TXN-00530,7.61,2025-09-01
dev_89,dev_89@example.com,Studio 89,https://studio-89.dev,customer_34,customer_34@mail.com,GooglePay,App 345,4.9.0,paid_application,False,13.35,v4.3.5,Release notes batch 531,2025-03-10,True,True,4,Review text 531,2026-07-12,True,TXN-00531,13.35,2026-12-27
dev_112,dev_112@example.com,Studio 112,https://studio-112.dev,customer_403,customer_403@mail.com,Card,App 107,3.4.1,free_application,False,,v5.9.0,Release notes batch 532,2025-07-04,True,False,,,,False,,,
dev_140,dev_140@example.com,Studio 140,https://studio-140.dev,customer_445,customer_445@mail.com,Card,App 132,4.9.2,free_application,False,,v2.0.6,Release notes batch 533,2026-11-14,True,False,,,,False,,,
dev_81,dev_81@example.com,Studio 81,https://studio-81.dev,customer_38,customer_38@mail.com,Card,App 300,3.9.8,paid_application,False,8.52,v3.1.5,Release notes batch 534,2024-08-03,True,False,,,,True,TXN-00534,8.52,2024-07-07
dev_21,dev_21@example.com,Studio 21,https://studio-21.dev,customer_26,customer_26@mail.com,Card,App 105,5.5.0,free_application,True,,v2.3.8,Release notes batch 535,2024-07-24,False,True,5,Review text 535,2024-09-03,False,,,
dev_120,dev_120@example.com,Studio 120,https://studio-120.dev,customer_208,customer_208@mail.com,Card,App 329,1.7.0,free_application,False,,v6.4.3,Release notes batch 536,2026-11-05,True,False,,,,False,,,
dev_62,dev_62@example.com,Studio 62,https://studio-62.dev,customer_224,customer_224@mail.com,PayPal,App 68,2.5.4,free_application,True,,v1.7.3,Release notes batch 537,2024-02-28,True,True,2,Review text 537,2024-09-23,False,,,
dev_83,dev_83@example.com,Studio 83,https://studio-83.dev,customer_52,customer_52@mail.com,ApplePay,App 46,2.4.7,free_application,True,,v5.4.8,Release notes batch 538,2025-07-31,True,True,3,Review text 538,2025-10-15,False,,,
dev_159,dev_159@example.com,Studio 159,https://studio-159.dev,customer_482,customer_482@mail.com,Card,App 342,2.1.1,free_application,True,,v3.9.9,Release notes batch 539,2026-03-18,True,True,4,Review text 539,2025-01-08,False,,,
dev_34,dev_34@example.com,Studio 34,https://studio-34.dev,customer_579,customer_579@mail.com,Card,App 343,3.5.4,paid_application,False,20.97,v2.1.7,Release notes batch 540,2025-12-12,True,True,1,Review text 540,2024-01-15,False,,,
dev_126,dev_126@example.com,Studio 126,https://studio-126.dev,customer_513,customer_513@mail.com,PayPal,App 276,2.5.5,free_application,True,,v2.3.1,Release notes batch 541,2026-11-08,False,False,,,,False,,,
dev_52,dev_52@example.com,Studio 52,https://studio-52.dev,customer_99,customer_99@mail.com,ApplePay,App 159,5.2.1,paid_application,False,2.15,v5.6.5,Release notes batch 542,2025-01-18,True,False,,,,True,TXN-00542,2.15,2026-02-09
dev_106,dev_106@example.com,Studio 106,https://studio-106.dev,customer_10,customer_10@mail.com,ApplePay,App 320,5.2.9,paid_application,False,15.0,v2.2.5,Release notes batch 543,2024-01-10,False,True,1,Review text 543,2024-07-02,True,TXN-00543,15.0,2025-10-20
dev_125,dev_125@example.com,Studio 125,https://studio-125.dev,customer_296,customer_296@mail.com,ApplePay,App 254,5.6.5,paid_application,False,4.67,v5.7.6,Release notes batch 544,2026-11-02,False,False,,,,True,TXN-00544,4.67,2026-06-29
dev_59,dev_59@example.com,Studio 59,https://studio-59.dev,customer_203,customer_203@mail.com,GooglePay,App 309,5.8.4,free_application,True,,v6.5.5,Release notes batch 545,2025-10-25,False,False,,,,False,,,
dev_46,dev_46@example.com,Studio 46,https://studio-46.dev,customer_49,customer_49@mail.com,Card,App 346,4.0.4,paid_application,False,11.58,v2.8.1,Release notes batch 546,2024-09-22,False,False,,,,True,TXN-00546,11.58,2024-12-26
dev_144,dev_144@example.com,Studio 144,https://studio-144.dev,customer_387,customer_387@mail.com,PayPal,App 100,5.7.7,free_application,False,,v4.9.0,Release notes batch 547,2026-04-13,True,False,,,,False,,,
dev_39,dev_39@example.com,Studio 39,https://studio-39.dev,customer_139,customer_139@mail.com,GooglePay,App 176,3.0.8,paid_application,False,11.27,v6.0.5,Release notes batch 548,2026-12-23,True,True,1,Review text 548,2024-04-29,True,TXN-00548,11.27,2026-11-01
dev_130,dev_130@example.com,Studio 130,https://studio-130.dev,customer_83,customer_83@mail.com,GooglePay,App 145,2.8.3,paid_application,False,17.1,v1.6.3,Release notes batch 549,2025-05-20,True,False,,,,True,TXN-00549,17.1,2025-09-01
dev_160,dev_160@example.com,Studio 160,https://studio-160.dev,customer_211,customer_211@mail.com,GooglePay,App 77,2.2.8,free_application,True,,v4.0.6,Release notes batch 550,2025-10-04,False,True,4,Review text 550,2025-01-01,False,,,
dev_41,dev_41@example.com,Studio 41,https://studio-41.dev,customer_415,customer_415@mail.com,PayPal,App 174,2.4.9,paid_application,False,21.63,v4.8.7,Release notes batch 551,2024-05-09,False,False,,,,True,TXN-00551,21.63,2026-06-02
dev_148,dev_148@example.com,Studio 148,https://studio-148.dev,customer_166,customer_166@mail.com,GooglePay,App 109,4.8.2,free_application,False,,v1.0.8,Release notes batch 552,2024-03-31,True,False,,,,False,,,
dev_4,dev_4@example.com,Studio 4,https://studio-4.dev,customer_482,customer_482@mail.com,Card,App 116,5.5.6,paid_application,False,16.87,v2.9.7,Release notes batch 553,2026-08-01,True,True,4,Review text 553,2026-04-03,False,,,
dev_85,dev_85@example.com,Studio 85,https://studio-85.dev,customer_359,customer_359@mail.com,ApplePay,App 301,4.9.3,paid_application,False,28.49,v3.2.7,Release notes batch 554,2025-03-21,True,False,,,,False,,,
dev_62,dev_62@example.com,Studio 62,https://studio-62.dev,customer_42,customer_42@mail.com,Card,App 282,3.9.8,free_application,False,,v3.6.8,Release notes batch 555,2024-03-23,False,True,3,Review text 555,2026-03-03,False,,,
dev_8,dev_8@example.com,Studio 8,https://studio-8.dev,customer_102,customer_102@mail.com,Card,App 265,4.8.5,paid_application,False,16.25,v6.8.3,Release notes batch 556,2026-11-17,False,False,,,,True,TXN-00556,16.25,2024-10-24
dev_8,dev_8@example.com,Studio 8,https://studio-8.dev,customer_585,customer_585@mail.com,PayPal,App 132,5.5.4,free_application,True,,v4.4.9,Release notes batch 557,2026-10-08,False,False,,,,False,,,
dev_109,dev_109@example.com,Studio 109,https://studio-109.dev,customer_232,customer_232@mail.com,ApplePay,App 261,5.2.4,paid_application,False,4.03,v6.4.9,Release notes batch 558,2026-11-01,True,True,3,Review text 558,2026-04-01,True,TXN-00558,4.03,2025-11-02
dev_27,dev_27@example.com,Studio 27,https://studio-27.dev,customer_487,customer_487@mail.com,ApplePay,App 204,5.0.8,paid_application,False,29.21,v6.6.4,Release notes batch 559,2024-11-24,True,False,,,,False,,,
dev_29,dev_29@example.com,Studio 29,https://studio-29.dev,customer_429,customer_429@mail.com,PayPal,App 303,4.9.1,paid_application,False,9.29,v2.5.8,Release notes batch 560,2025-03-27,True,False,,,,False,,,
dev_118,dev_118@example.com,Studio 118,https://studio-118.dev,customer_536,customer_536@mail.com,Card,App 244,5.7.9,free_application,True,,v6.9.9,Release notes batch 561,2026-05-07,True,True,1,Review text 561,2025-01-23,False,,,
dev_77,dev_77@example.com,Studio 77,https://studio-77.dev,customer_378,customer_378@mail.com,Card,App 343,3.0.3,free_application,False,,v2.2.5,Release notes batch 562,2024-10-08,True,False,,,,False,,,
dev_160,dev_160@example.com,Studio 160,https://studio-160.dev,customer_477,customer_477@mail.com,Card,App 258,2.4.0,paid_application,False,11.57,v6.3.8,Release notes batch 563,2026-12-17,True,True,1,Review text 563,2024-12-17,True,TXN-00563,11.57,2025-06-28
dev_58,dev_58@example.com,Studio 58,https://studio-58.dev,customer_12,customer_12@mail.com,PayPal,App 310,4.6.6,paid_application,False,12.12,v2.8.6,Release notes batch 564,2026-02-18,False,True,2,Review text 564,2026-08-01,False,,,
dev_148,dev_148@example.com,Studio 148,https://studio-148.dev,customer_491,customer_491@mail.com,ApplePay,App 287,3.3.9,paid_application,False,21.02,v5.7.7,Release notes batch 565,2026-03-28,True,False,,,,True,TXN-00565,21.02,2025-09-08
dev_6,dev_6@example.com,Studio 6,https://studio-6.dev,customer_384,customer_384@mail.com,Card,App 266,1.9.4,free_application,True,,v1.9.8,Release notes batch 566,2026-08-28,True,False,,,,False,,,
dev_65,dev_65@example.com,Studio 65,https://studio-65.dev,customer_370,customer_370@mail.com,Card,App 332,2.7.3,paid_application,False,4.57,v4.0.4,Release notes batch 567,2025-01-02,False,False,,,,True,TXN-00567,4.57,2025-10-21
dev_21,dev_21@example.com,Studio 21,https://studio-21.dev,customer_51,customer_51@mail.com,PayPal,App 106,4.5.2,free_application,False,,v6.3.9,Release notes batch 568,2026-02-06,True,False,,,,False,,,
dev_34,dev_34@example.com,Studio 34,https://studio-34.dev,customer_277,customer_277@mail.com,Card,App 143,2.1.4,paid_application,False,16.33,v1.3.6,Release notes batch 569,2025-09-23,False,True,1,Review text 569,2025-06-09,True,TXN-00569,16.33,2025-02-05
dev_92,dev_92@example.com,Studio 92,https://studio-92.dev,customer_406,customer_406@mail.com,GooglePay,App 264,5.3.5,free_application,True,,v1.0.2,Release notes batch 570,2024-10-30,False,True,5,Review text 570,2026-08-20,False,,,
dev_75,dev_75@example.com,Studio 75,https://studio-75.dev,customer_153,customer_153@mail.com,Card,App 3,2.8.7,paid_application,False,15.11,v1.6.1,Release notes batch 571,2025-12-25,False,False,,,,True,TXN-00571,15.11,2025-12-26
dev_58,dev_58@example.com,Studio 58,https://studio-58.dev,customer_403,customer_403@mail.com,ApplePay,App 195,5.4.3,free_application,False,,v2.3.9,Release notes batch 572,2024-10-15,True,False,,,,False,,,
dev_72,dev_72@example.com,Studio 72,https://studio-72.dev,customer_584,customer_584@mail.com,GooglePay,App 296,3.7.6,free_application,False,,v4.8.3,Release notes batch 573,2024-10-26,True,False,,,,False,,,
dev_49,dev_49@example.com,Studio 49,https://studio-49.dev,customer_163,customer_163@mail.com,GooglePay,App 47,4.5.9,paid_application,False,3.57,v1.6.4,Release notes batch 574,2024-09-10,False,True,4,Review text 574,2026-09-05,True,TXN-00574,3.57,2024-10-24
dev_132,dev_132@example.com,Studio 132,https://studio-132.dev,customer_529,customer_529@mail.com,Card,App 234,2.4.5,paid_application,False,28.89,v6.1.3,Release notes batch 575,2025-01-14,True,True,4,Review text 575,2024-01-13,False,,,
dev_89,dev_89@example.com,Studio 89,https://studio-89.dev,customer_164,customer_164@mail.com,ApplePay,App 303,3.3.9,free_application,False,,v2.8.3,Release notes batch 576,2024-08-19,True,False,,,,False,,,
dev_146,dev_146@example.com,Studio 146,https://studio-146.dev,customer_531,customer_531@mail.com,PayPal,App 3,1.6.5,free_application,False,,v5.2.8,Release notes batch 577,2025-01-06,True,False,,,,False,,,
dev_130,dev_130@example.com,Studio 130,https://studio-130.dev,customer_48,customer_48@mail.com,Card,App 224,5.4.9,free_application,True,,v2.7.6,Release notes batch 578,2025-01-01,True,False,,,,False,,,
dev_112,dev_112@example.com,Studio 112,https://studio-112.dev,customer_462,customer_462@mail.com,PayPal,App 332,3.9.1,free_application,True,,v4.3.6,Release notes batch 579,2025-08-17,True,True,3,Review text 579,2026-11-18,False,,,
dev_116,dev_116@example.com,Studio 116,https://studio-116.dev,customer_438,customer_438@mail.com,ApplePay,App 120,3.4.6,paid_application,False,14.59,v4.9.7,Release notes batch 580,2024-09-06,False,False,,,,False,,,
dev_9,dev_9@example.com,Studio 9,https://studio-9.dev,customer_206,customer_206@mail.com,PayPal,App 250,1.6.1,free_application,True,,v2.7.3,Release notes batch 581,2026-03-21,False,True,4,Review text 581,2024-05-21,False,,,
dev_101,dev_101@example.com,Studio 101,https://studio-101.dev,customer_263,customer_263@mail.com,ApplePay,App 235,2.2.9,paid_application,False,12.59,v6.1.1,Release notes batch 582,2025-11-21,True,False,,,,True,TXN-00582,12.59,2026-05-11
dev_98,dev_98@example.com,Studio 98,https://studio-98.dev,customer_27,customer_27@mail.com,ApplePay,App 138,3.9.0,paid_application,False,21.62,v6.2.5,Release notes batch 583,2026-12-13,False,True,3,Review text 583,2026-02-05,False,,,
dev_129,dev_129@example.com,Studio 129,https://studio-129.dev,customer_502,customer_502@mail.com,GooglePay,App 331,5.6.0,free_application,False,,v1.0.3,Release notes batch 584,2026-09-05,False,False,,,,False,,,
dev_20,dev_20@example.com,Studio 20,https://studio-20.dev,customer_100,customer_100@mail.com,Card,App 52,3.0.8,free_application,True,,v4.2.3,Release notes batch 585,2025-01-08,True,False,,,,False,,,
dev_65,dev_65@example.com,Studio 65,https://studio-65.dev,customer_98,customer_98@mail.com,Card,App 42,1.8.4,paid_application,False,27.74,v1.9.6,Release notes batch 586,2025-02-24,False,True,2,Review text 586,2025-08-05,True,TXN-00586,27.74,2024-12-27
dev_25,dev_25@example.com,Studio 25,https://studio-25.dev,customer_152,customer_152@mail.com,PayPal,App 285,1.9.0,paid_application,False,6.8,v2.0.9,Release notes batch 587,2025-12-11,True,True,1,Review text 587,2026-12-27,False,,,
dev_14,dev_14@example.com,Studio 14,https://studio-14.dev,customer_390,customer_390@mail.com,PayPal,App 60,5.9.1,paid_application,False,24.72,v3.7.5,Release notes batch 588,2024-08-12,True,False,,,,False,,,
dev_63,dev_63@example.com,Studio 63,https://studio-63.dev,customer_543,customer_543@mail.com,GooglePay,App 251,2.6.1,paid_application,False,15.03,v2.8.6,Release notes batch 589,2024-03-27,False,True,2,Review text 589,2024-10-10,False,,,
dev_91,dev_91@example.com,Studio 91,https://studio-91.dev,customer_244,customer_244@mail.com,PayPal,App 41,2.5.9,free_application,True,,v4.0.2,Release notes batch 590,2026-08-26,False,False,,,,False,,,
dev_115,dev_115@example.com,Studio 115,https://studio-115.dev,customer_39,customer_39@mail.com,GooglePay,App 250,1.7.8,free_application,True,,v6.5.3,Release notes batch 591,2026-03-12,False,True,3,Review text 591,2025-03-08,False,,,
dev_59,dev_59@example.com,Studio 59,https://studio-59.dev,customer_2,customer_2@mail.com,Card,App 185,4.2.2,free_application,False,,v4.2.5,Release notes batch 592,2025-09-23,True,True,3,Review text 592,2026-12-06,False,,,
dev_46,dev_46@example.com,Studio 46,https://studio-46.dev,customer_411,customer_411@mail.com,ApplePay,App 275,2.7.4,paid_application,False,22.46,v5.0.9,Release notes batch 593,2024-10-01,False,False,,,,True,TXN-00593,22.46,2024-06-07
dev_150,dev_150@example.com,Studio 150,https://studio-150.dev,customer_317,customer_317@mail.com,GooglePay,App 83,2.6.6,free_application,False,,v3.0.3,Release notes batch 594,2026-02-15,True,False,,,,False,,,
dev_33,dev_33@example.com,Studio 33,https://studio-33.dev,customer_583,customer_583@mail.com,PayPal,App 326,5.0.4,paid_application,False,14.92,v2.6.3,Release notes batch 595,2025-10-23,False,True,3,Review text 595,2026-03-01,True,TXN-00595,14.92,2026-12-09
dev_121,dev_121@example.com,Studio 121,https://studio-121.dev,customer_512,customer_512@mail.com,Card,App 91,5.3.4,paid_application,False,14.81,v2.6.7,Release notes batch 596,2024-08-06,False,False,,,,True,TXN-00596,14.81,2025-02-03
dev_57,dev_57@example.com,Studio 57,https://studio-57.dev,customer_346,customer_346@mail.com,Card,App 81,4.3.0,free_application,False,,v5.9.3,Release notes batch 597,2026-05-24,True,False,,,,False,,,
dev_54,dev_54@example.com,Studio 54,https://studio-54.dev,customer_404,customer_404@mail.com,GooglePay,App 295,1.9.2,paid_application,False,2.68,v2.9.7,Release notes batch 598,2026-02-11,False,False,,,,False,,,
dev_56,dev_56@example.com,Studio 56,https://studio-56.dev,customer_245,customer_245@mail.com,PayPal,App 198,3.7.8,free_application,False,,v5.5.8,Release notes batch 599,2025-03-03,True,False,,,,False,,,
dev_7,dev_7@example.com,Studio 7,https://studio-7.dev,customer_93,customer_93@mail.com,GooglePay,App 140,2.0.9,paid_application,False,11.79,v5.4.5,Release notes batch 600,2026-03-20,True,True,1,Review text 600,2025-05-09,True,TXN-00600,11.79,2025-06-10
dev_105,dev_105@example.com,Studio 105,https://studio-105.dev,customer_441,customer_441@mail.com,GooglePay,App 62,1.9.0,paid_application,False,13.75,v1.8.0,Release notes batch 601,2024-10-06,True,True,4,Review text 601,2026-08-12,False,,,
dev_48,dev_48@example.com,Studio 48,https://studio-48.dev,customer_18,customer_18@mail.com,ApplePay,App 92,1.0.7,paid_application,False,4.13,v2.8.7,Release notes batch 602,2025-01-14,True,True,2,Review text 602,2024-09-29,False,,,
dev_108,dev_108@example.com,Studio 108,https://studio-108.dev,customer_238,customer_238@mail.com,ApplePay,App 71,1.0.8,free_application,True,,v4.7.9,Release notes batch 603,2026-08-12,False,True,4,Review text 603,2024-02-09,False,,,
dev_110,dev_110@example.com,Studio 110,https://studio-110.dev,customer_126,customer_126@mail.com,Card,App 142,1.7.4,free_application,True,,v1.9.0,Release notes batch 604,2025-06-13,False,False,,,,False,,,
dev_120,dev_120@example.com,Studio 120,https://studio-120.dev,customer_280,customer_280@mail.com,GooglePay,App 16,5.4.4,free_application,True,,v6.7.9,Release notes batch 605,2025-05-05,True,False,,,,False,,,
dev_15,dev_15@example.com,Studio 15,https://studio-15.dev,customer_87,customer_87@mail.com,Card,App 143,4.0.3,paid_application,False,27.96,v3.2.6,Release notes batch 606,2024-12-17,False,False,,,,True,TXN-00606,27.96,2025-09-14
dev_51,dev_51@example.com,Studio 51,https://studio-51.dev,customer_53,customer_53@mail.com,PayPal,App 240,3.8.7,free_application,True,,v5.3.7,Release notes batch 607,2024-02-10,True,False,,,,False,,,
dev_117,dev_117@example.com,Studio 117,https://studio-117.dev,customer_55,customer_55@mail.com,ApplePay,App 55,5.7.0,free_application,True,,v2.3.1,Release notes batch 608,2026-12-31,False,False,,,,False,,,
dev_69,dev_69@example.com,Studio 69,https://studio-69.dev,customer_460,customer_460@mail.com,Card,App 108,3.0.1,free_application,False,,v5.9.1,Release notes batch 609,2026-01-04,False,False,,,,False,,,
dev_156,dev_156@example.com,Studio 156,https://studio-156.dev,customer_4,customer_4@mail.com,Card,App 174,1.9.5,free_application,True,,v2.8.6,Release notes batch 610,2026-10-04,False,True,1,Review text 610,2026-03-18,False,,,
dev_74,dev_74@example.com,Studio 74,https://studio-74.dev,customer_49,customer_49@mail.com,PayPal,App 213,1.6.0,free_application,False,,v3.3.3,Release notes batch 611,2026-06-11,False,False,,,,False,,,
dev_41,dev_41@example.com,Studio 41,https://studio-41.dev,customer_260,customer_260@mail.com,Card,App 105,3.5.5,free_application,True,,v5.9.1,Release notes batch 612,2025-07-17,False,True,4,Review text 612,2026-05-08,False,,,
dev_135,dev_135@example.com,Studio 135,https://studio-135.dev,customer_551,customer_551@mail.com,GooglePay,App 292,2.0.3,paid_application,False,11.04,v6.5.0,Release notes batch 613,2024-08-13,False,False,,,,False,,,
